rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
68,Tony Rominger,Chateau d'Ax,,,1988,3286,23,309094,5021,time
69,Ron Kiefel,Seven Eleven-Hoonved,,,1988,3286,23,309111,5038,time
70,Roland Le Clerc,Caja Rural - Orbea,,,1988,3286,23,309190,5117,time
71,Martial Gayant,Toshiba,,,1988,3286,23,309203,5130,time
72,Jacques Decrion,Systeme U,,,1988,3286,23,309277,5204,time
73,Marco-Antonio Leon,Café de Colombia,,,1988,3286,23,309291,5218,time
74,Eric Van Lancker,Panasonic - Isostar,,,1988,3286,23,309390,5317,time
75,Vicente Belda,Kelme,,,1988,3286,23,309442,5369,time
76,Marc Van Orsouw,P.d.m,,,1988,3286,23,309509,5436,time
77,Massimo Ghirotto,Carrera Jeans - Vagabond,,,1988,3286,23,309523,5450,time
78,Patrice Esnault,RMO - Liberia - Mavic,,,1988,3286,23,309532,5459,time
79,Alessandro Pozzi,Chateau d'Ax,,,1988,3286,23,309612,5539,time
80,Dirk De Wolf,Hitachi-Bosal-B.c.e,,,1988,3286,23,309678,5605,time
81,Fréderic Brun,Z-Peugeot,,,1988,3286,23,309685,5612,time
82,Luis-Javier Lukin,Reynolds,,,1988,3286,23,309713,5640,time
83,Raimund Dietzen,Teka,,,1988,3286,23,309738,5665,time
84,Adri Van Der Poel,P.d.m,,,1988,3286,23,309756,5683,time
86,Ennio Vanotti,Chateau d'Ax,,,1988,3286,23,309836,5763,time
87,Rudy Dhaenens,P.d.m,,,1988,3286,23,309849,5776,time
88,Michel Bibollet,RMO - Liberia - Mavic,,,1988,3286,23,309967,5894,time
89,Ludo Peeters,Superconfex - Yoko - Opel,,,1988,3286,23,310240,6167,time
90,Malcolm Elliott,Fagor,,,1988,3286,23,310340,6267,time
91,Rolf Golz,Superconfex - Yoko - Opel,,,1988,3286,23,310360,6287,time
92,Acacio Da Silva,KAS - Canal 10 - Mavic,,,1988,3286,23,310399,6326,time
93,Dominique Garde,Systeme U,,,1988,3286,23,310477,6404,time
94,Régis Clere,Teka,,,1988,3286,23,310506,6433,time
95,Hennie Kuiper,Sigma-Fina-Diamant,,,1988,3286,23,310650,6577,time
96,Willem Wijnant,Sigma-Fina-Diamant,,,1988,3286,23,310669,6596,time
97,Arsenio Gonzalez,Teka,,,1988,3286,23,310686,6613,time
98,Thierry Marie,Systeme U,,,1988,3286,23,310744,6671,time
99,Soren Lilholt,Sigma-Fina-Diamant,,,1988,3286,23,310791,6718,time
100,Dante Rezze,RMO - Liberia - Mavic,,,1988,3286,23,310856,6783,time
101,Stefan Morjean,Hitachi-Bosal-B.c.e,,,1988,3286,23,310969,6896,time
102,Frank De Wolf,A.d.r. - I.o.c.,,,1988,3286,23,311029,6956,time
103,Etienne De Wilde,Sigma-Fina-Diamant,,,1988,3286,23,311110,7037,time
104,Roque De La Cruz,Caja Rural - Orbea,,,1988,3286,23,311145,7072,time
105,Davis Phinney,Seven Eleven-Hoonved,,,1988,3286,23,311161,7088,time
106,Guido Bontempi,Carrera Jeans - Vagabond,,,1988,3286,23,311220,7147,time
107,Vicente Ridaura,Caja Rural - Orbea,,,1988,3286,23,311364,7291,time
108,Frédéric Garnier,Toshiba,,,1988,3286,23,311445,7372,time
109,Marco Bergamo,Carrera Jeans - Vagabond,,,1988,3286,23,311616,7543,time
110,Andréas Kappes,Toshiba,,,1988,3286,23,311635,7562,time
111,José-Salvador Sanchis,Caja Rural - Orbea,,,1988,3286,23,311693,7620,time
112,Inaki Gaston,Kelme,,,1988,3286,23,311742,7669,time
113,Jens Veggerby,Seven Eleven-Hoonved,,,1988,3286,23,311840,7767,time
114,Javier Murguialday,B.h.,,,1988,3286,23,311845,7772,time
115,Eddy Planckaert,A.d.r. - I.o.c.,,,1988,3286,23,311847,7774,time
116,Angel Camarillo Llorens,Teka,,,1988,3286,23,311902,7829,time
117,Celestino Prieto,KAS - Canal 10 - Mavic,,,1988,3286,23,311949,7876,time
118,Herminio Diaz Zabala,Reynolds,,,1988,3286,23,311975,7902,time
119,Jacques Hanegraaf,Toshiba,,,1988,3286,23,312004,7931,time
120,Joël Pelier,Systeme U,,,1988,3286,23,312081,8008,time
122,Jelle Nijdam,Superconfex - Yoko - Opel,,,1988,3286,23,312232,8159,time
123,Régis Simon,RMO - Liberia - Mavic,,,1988,3286,23,312371,8298,time
124,Frank Hoste,A.d.r. - I.o.c.,,,1988,3286,23,312403,8330,time
125,Alfred Achermann,KAS - Canal 10 - Mavic,,,1988,3286,23,312439,8366,time
126,Frans Maassen,Superconfex - Yoko - Opel,,,1988,3286,23,312456,8383,time
127,Twan Poels,Superconfex - Yoko - Opel,,,1988,3286,23,312475,8402,time
128,Manuel-Jorge Dominguez,B.h.,,,1988,3286,23,312532,8459,time
129,Philippe Casado,Z-Peugeot,,,1988,3286,23,312564,8491,time
130,Johan Lammerts,Toshiba,,,1988,3286,23,312670,8597,time
131,René Martens,A.d.r. - I.o.c.,,,1988,3286,23,312765,8692,time
132,Gerrit Solleveld,Superconfex - Yoko - Opel,,,1988,3286,23,312889,8816,time
133,Michel Vermote,RMO - Liberia - Mavic,,,1988,3286,23,312893,8820,time
134,Juan Martinez-Oliver,Kelme,,,1988,3286,23,312937,8864,time
135,Andy Bishop,P.d.m,,,1988,3286,23,313013,8940,time
136,Erich Maechler,Carrera Jeans - Vagabond,,,1988,3286,23,313050,8977,time
137,Rik Van Slijcke,Sigma-Fina-Diamant,,,1988,3286,23,313256,9183,time
138,Jean-Paul Van Poppel,Superconfex - Yoko - Opel,,,1988,3286,23,313382,9309,time
139,Milan Jurco,Chateau d'Ax,,,1988,3286,23,313418,9345,time
140,Hartmut Bölts,RMO - Liberia - Mavic,,,1988,3286,23,313459,9386,time
141,Walter Magnago,Carrera Jeans - Vagabond,,,1988,3286,23,313545,9472,time
142,Stefano Zanatta,Chateau d'Ax,,,1988,3286,23,313576,9503,time
143,Nico Verhoeven,Superconfex - Yoko - Opel,,,1988,3286,23,313813,9740,time
144,Nathan Dahlberg,Seven Eleven-Hoonved,,,1988,3286,23,313839,9766,time
145,Gert Jakobs,Superconfex - Yoko - Opel,,,1988,3286,23,314001,9928,time
146,Marco Tabai,Carrera Jeans - Vagabond,,,1988,3286,23,314049,9976,time
147,Mathieu Hermans,Caja Rural - Orbea,,,1988,3286,23,314206,10133,time
148,Jean-Pierre Heynderickx,Sigma-Fina-Diamant,,,1988,3286,23,314520,10447,time
149,Dirk Demol,A.d.r. - I.o.c.,,,1988,3286,23,314591,10518,time
150,John Talen,Panasonic - Isostar,,,1988,3286,23,315175,11102,time
151,Dirk Wayenberg,A.d.r. - I.o.c.,,,1988,3286,23,316594,12521,time
1,Greg Lemond,ADR - Agrigel - Bottecchia,,,1989,3285,22,315515,0,time
2,Laurent Fignon,Super U,,,1989,3285,22,315523,8,time
3,Pedro Delgado,Reynolds - Banesto,,,1989,3285,22,315729,214,time
4,Gert-Jan Theunisse,PDM,,,1989,3285,22,315965,450,time
5,Marino Lejaretta,Paternina-Marcos-Equizabal,,,1989,3285,22,316094,579,time
6,Charly Mottet,Rmo- Mavic-Liberia,,,1989,3285,22,316121,606,time
7,Steven Rooks,PDM,,,1989,3285,22,316185,670,time
8,Raúl Alcalá,PDM,,,1989,3285,22,316376,861,time
9,Sean Kelly,PDM,,,1989,3285,22,316620,1105,time
10,Robert Millar,Z-Peugeot,,,1989,3285,22,316641,1126,time
11,Gianni Bugno,Chateau d'Ax,,,1989,3285,22,316967,1452,time
12,Eric Caritoux,Rmo- Mavic-Liberia,,,1989,3285,22,317209,1694,time
13,Pascal Simon,Super U,,,1989,3285,22,317223,1708,time
14,Bruno Cornillet,Z-Peugeot,,,1989,3285,22,317226,1711,time
15,Steve Bauer,Helvetia - La Suisse,,,1989,3285,22,317391,1876,time
16,Alvaro Pino,B.h.,,,1989,3285,22,317392,1877,time
17,Miguel Indurain,Reynolds - Banesto,,,1989,3285,22,317396,1881,time
18,Jérôme Simon,Z-Peugeot,,,1989,3285,22,317565,2050,time
19,Luis ''lucho'' Herrera,Café de Colombia,,,1989,3285,22,317690,2175,time
20,Alberto Luis Camargo,Café de Colombia,,,1989,3285,22,317748,2233,time
21,Beat Breu,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,317830,2315,time
22,Andrew ''andy'' Hampsten,Seven Eleven-American Airlines,,,1989,3285,22,318016,2501,time
23,Pascal Richard,Helvetia - La Suisse,,,1989,3285,22,318042,2527,time
24,Fabrice Philipot,Toshiba,,,1989,3285,22,318198,2683,time
25,William Palacio,Reynolds - Banesto,,,1989,3285,22,318257,2742,time
26,Anselmo Fuerte,B.h.,,,1989,3285,22,318434,2919,time
27,Luc Roosen,Histor - Sigma - Fina,,,1989,3285,22,318603,3088,time
28,Abelardo Rondon,Reynolds - Banesto,,,1989,3285,22,318712,3197,time
29,Jörg Muller,PDM,,,1989,3285,22,318815,3300,time
30,Dominique Arnaud,Reynolds - Banesto,,,1989,3285,22,318838,3323,time
31,John Carlsen,Fagor,,,1989,3285,22,319156,3641,time
32,Martial Gayant,Toshiba,,,1989,3285,22,319268,3753,time
33,Jésus Rodriguez-Magro,Reynolds - Banesto,,,1989,3285,22,319276,3761,time
34,Marc Madiot,Toshiba,,,1989,3285,22,319281,3766,time
35,Gérard Rue,Super U,,,1989,3285,22,319328,3813,time
36,Claude Criquielion,Hitachi - VTM,,,1989,3285,22,319362,3847,time
37,Frédéric Vichot,Helvetia - La Suisse,,,1989,3285,22,319680,4165,time
38,Phil Anderson,TVM,,,1989,3285,22,319813,4298,time
39,Maarten Ducrot,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,320002,4487,time
40,Primoz Cerin,Carrera Jeans - Vagabond,,,1989,3285,22,320111,4596,time
41,Jesper Skibby,TVM,,,1989,3285,22,320195,4680,time
42,Helmut Wechselberger,Paternina-Marcos-Equizabal,,,1989,3285,22,320386,4871,time
43,Laurent Bezault,Toshiba,,,1989,3285,22,320444,4929,time
44,Martin Earley,PDM,,,1989,3285,22,320720,5205,time
45,Sean Yates,Seven Eleven-American Airlines,,,1989,3285,22,320739,5224,time
46,Atle Kvalsvoll,Z-Peugeot,,,1989,3285,22,320743,5228,time
47,Yvon Madiot,Toshiba,,,1989,3285,22,320765,5250,time
48,Javier Murguialday,B.h.,,,1989,3285,22,320772,5257,time
49,Samuel Cabrera,Café de Colombia,,,1989,3285,22,320792,5277,time
50,Peter Stevenhaagen,Helvetia - La Suisse,,,1989,3285,22,320813,5298,time
51,Patrick Robeet,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,320842,5327,time
52,Dominique Garde,Super U,,,1989,3285,22,320848,5333,time
54,Gilles Sanders,Rmo- Mavic-Liberia,,,1989,3285,22,321006,5491,time
55,Guy Nulens,Panasonic - Isostar,,,1989,3285,22,321124,5609,time
57,Frank Pineau,Rmo- Mavic-Liberia,,,1989,3285,22,321154,5639,time
58,Ronan Pensec,Z-Peugeot,,,1989,3285,22,321217,5702,time
59,Philippe Louviot,Z-Peugeot,,,1989,3285,22,321294,5779,time
60,Gérard Zadrobilek,Seven Eleven-American Airlines,,,1989,3285,22,321359,5844,time
61,Marc Sergeant,Hitachi - VTM,,,1989,3285,22,321436,5921,time
62,Julian Gorospe,Reynolds - Banesto,,,1989,3285,22,321486,5971,time
63,Ludo Peeters,Paternina-Marcos-Equizabal,,,1989,3285,22,321513,5998,time
64,Christophe Lavainne,Super U,,,1989,3285,22,321530,6015,time
65,Vincent Lavenu,Fagor,,,1989,3285,22,321621,6106,time
66,Dirk De Wolf,Hitachi - VTM,,,1989,3285,22,321625,6110,time
67,Jean-Claude Colotti,Rmo- Mavic-Liberia,,,1989,3285,22,321663,6148,time
68,Jean-Claude Leclercq,Helvetia - La Suisse,,,1989,3285,22,321721,6206,time
69,Michaël Wilson,Helvetia - La Suisse,,,1989,3285,22,321760,6245,time
71,Pascal Poisson,Toshiba,,,1989,3285,22,321987,6472,time
72,Thierry Marie,Super U,,,1989,3285,22,322017,6502,time
73,Ron Kiefel,Seven Eleven-American Airlines,,,1989,3285,22,322033,6518,time
74,Jure Pavlic,Carrera Jeans - Vagabond,,,1989,3285,22,322063,6548,time
75,Robert Forest,Fagor,,,1989,3285,22,322094,6579,time
76,Julio-César Cadena,Café de Colombia,,,1989,3285,22,322112,6597,time
77,Jean-Philippe Vandenbrande,TVM,,,1989,3285,22,322139,6624,time
78,Jokin Mujika,Paternina-Marcos-Equizabal,,,1989,3285,22,322171,6656,time
79,Christian Chaubet,Fagor,,,1989,3285,22,322253,6738,time
80,Alfred Achermann,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,322297,6782,time
81,Claudio Chiappucci,Carrera Jeans - Vagabond,,,1989,3285,22,322299,6784,time
82,Bernard Richard,Café de Colombia,,,1989,3285,22,322309,6794,time
83,Stephen Hodge,Paternina-Marcos-Equizabal,,,1989,3285,22,322330,6815,time
84,Acacio Da Silva,Carrera Jeans - Vagabond,,,1989,3285,22,322371,6856,time
85,Per Pedersen,Rmo- Mavic-Liberia,,,1989,3285,22,322397,6882,time
86,Jeff Pierce,Seven Eleven-American Airlines,,,1989,3285,22,322413,6898,time
87,Marc Van Orsouw,PDM,,,1989,3285,22,322463,6948,time
88,Jesper Worre,Café de Colombia,,,1989,3285,22,322558,7043,time
89,François Lemarchand,Z-Peugeot,,,1989,3285,22,322645,7130,time
90,Philippe Leleu,Toshiba,,,1989,3285,22,322761,7246,time
91,René Martens,ADR - Agrigel - Bottecchia,,,1989,3285,22,322795,7280,time
92,Melchor Mauri,Reynolds - Banesto,,,1989,3285,22,322797,7282,time
93,Philippe Casado,Z-Peugeot,,,1989,3285,22,322818,7303,time
94,Camillo Passera,Chateau d'Ax,,,1989,3285,22,322905,7390,time
95,Bjarne Riis,Super U,,,1989,3285,22,322932,7417,time
96,Andréas Kappes,Toshiba,,,1989,3285,22,322951,7436,time
97,Vincent Barteau,Super U,,,1989,3285,22,323153,7638,time
98,Rik Van Slijcke,Histor - Sigma - Fina,,,1989,3285,22,323164,7649,time
99,Patrick Tolhoek,Superconfex - Yoko - Opel,,,1989,3285,22,323201,7686,time
100,Thomas Wegmuller,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,323313,7798,time
101,Etienne De Wilde,Histor - Sigma - Fina,,,1989,3285,22,323344,7829,time
102,Giancarlo Perini,Carrera Jeans - Vagabond,,,1989,3285,22,323444,7929,time
103,Frans Maassen,Superconfex - Yoko - Opel,,,1989,3285,22,323462,7947,time
104,Henri Manders,Helvetia - La Suisse,,,1989,3285,22,323530,8015,time
105,Wilfried Peeters,Histor - Sigma - Fina,,,1989,3285,22,323533,8018,time
106,Johan Museeuw,ADR - Agrigel - Bottecchia,,,1989,3285,22,323546,8031,time
107,Gerrit Solleveld,Superconfex - Yoko - Opel,,,1989,3285,22,323731,8216,time
108,Michel Dernies,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,323771,8256,time
109,Brian Sörensen,Histor - Sigma - Fina,,,1989,3285,22,323852,8337,time
110,Edwig Van Hooydonck,Superconfex - Yoko - Opel,,,1989,3285,22,323860,8345,time
111,Francisco-José Antequera,B.h.,,,1989,3285,22,323944,8429,time
112,Jan Goessens,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,324077,8562,time
113,Hendrik Devos,Hitachi - VTM,,,1989,3285,22,324083,8568,time
114,Twan Poels,Superconfex - Yoko - Opel,,,1989,3285,22,324140,8625,time
115,Mauro Gianetti,Helvetia - La Suisse,,,1989,3285,22,324211,8696,time
116,Roland Le Clerc,Paternina-Marcos-Equizabal,,,1989,3285,22,324230,8715,time
117,Erich Maechler,Carrera Jeans - Vagabond,,,1989,3285,22,324332,8817,time
118,Christian Jourdan,Rmo- Mavic-Liberia,,,1989,3285,22,324350,8835,time
119,Henk Lubberding,Panasonic - Isostar,,,1989,3285,22,324362,8847,time
120,Jan Siemons,TVM,,,1989,3285,22,324395,8880,time
121,Jelle Nijdam,Superconfex - Yoko - Opel,,,1989,3285,22,324424,8909,time
122,Valerio Tebaldi,Chateau d'Ax,,,1989,3285,22,324584,9069,time
123,Eddy Lammerts,ADR - Agrigel - Bottecchia,,,1989,3285,22,324588,9073,time
124,Teun Van Vliet,Panasonic - Isostar,,,1989,3285,22,324597,9082,time
125,Théo De Rooy,Panasonic - Isostar,,,1989,3285,22,324667,9152,time
126,Ennio Vanotti,Chateau d'Ax,,,1989,3285,22,324712,9197,time
127,Giovanni Fidanza,Chateau d'Ax,,,1989,3285,22,324732,9217,time
128,Joël Pelier,B.h.,,,1989,3285,22,324743,9228,time
129,Jacques Hanegraaf,TVM,,,1989,3285,22,324798,9283,time
130,Johannes Draaijer,PDM,,,1989,3285,22,324817,9302,time
131,Juan Jusdado,B.h.,,,1989,3285,22,324864,9349,time
132,Peter Pieters,TVM,,,1989,3285,22,324905,9390,time
133,Jean-Marie Wampers,Panasonic - Isostar,,,1989,3285,22,325054,9539,time
134,Walter Magnago,Carrera Jeans - Vagabond,,,1989,3285,22,325131,9616,time
135,René Beuker,Paternina-Marcos-Equizabal,,,1989,3285,22,325164,9649,time
136,Gert Jakobs,Superconfex - Yoko - Opel,,,1989,3285,22,325971,10456,time
137,Carlo Bomans,Domex - Weinmann - Eddy Merckx,,,1989,3285,22,326376,10861,time
138,Mathieu Hermans,Paternina-Marcos-Equizabal,,,1989,3285,22,326556,11041,time
1,Greg Lemond,Z-Peugeot,,,1990,3504,22,326600,0,time
2,Claudio Chiappucci,Carrera Jeans - Vagabond,,,1990,3504,22,326736,136,time
3,Erik Breukink,PDM,,,1990,3504,22,326749,149,time
4,Pedro Delgado,Banesto,,,1990,3504,22,326901,301,time
5,Marino Lejaretta,Once,,,1990,3504,22,326905,305,time
6,Eduardo Chozas Olmo,Once,,,1990,3504,22,327154,554,time
7,Gianni Bugno,Chateau d'Ax,,,1990,3504,22,327179,579,time
8,Raúl Alcalá,PDM,,,1990,3504,22,327274,674,time
9,Claude Criquielion,Lotto-Superclub,,,1990,3504,22,327324,724,time
10,Miguel Indurain,Banesto,,,1990,3504,22,327367,767,time
11,Andrew ''andy'' Hampsten,Seven Eleven-Hoonved,,,1990,3504,22,327374,774,time
12,Pello Ruiz-Cabestany,Once,,,1990,3504,22,327419,819,time
13,Fabio Parra,Kelme,,,1990,3504,22,327475,875,time
14,Fabrice Philipot,Castorama - Raleigh,,,1990,3504,22,327549,949,time
15,Gilles Delion,Helvetia - La Suisse,,,1990,3504,22,327617,1017,time
16,William Palacio,Ryalcao-Postobon,,,1990,3504,22,327783,1183,time
17,Johan Bruyneel,Lotto-Superclub,,,1990,3504,22,327824,1224,time
18,Roberto Conti,Ariostea,,,1990,3504,22,327843,1243,time
19,Eric Boyer,Z-Peugeot,,,1990,3504,22,327929,1329,time
20,Ronan Pensec,Z-Peugeot,,,1990,3504,22,327974,1374,time
21,Thierry Claveyrolat,Rmo- Mavic-Liberia,,,1990,3504,22,328013,1413,time
22,Jérôme Simon,Z-Peugeot,,,1990,3504,22,328243,1643,time
23,Pascal Lino,Rmo- Mavic-Liberia,,,1990,3504,22,328438,1838,time
24,Anselmo Fuerte,Once,,,1990,3504,22,328478,1878,time
25,Dimitri Konyshev,Alfa Lum,,,1990,3504,22,328481,1881,time
26,Atle Kvalsvoll,Z-Peugeot,,,1990,3504,22,328523,1923,time
27,Steve Bauer,Seven Eleven-Hoonved,,,1990,3504,22,328645,2045,time
28,Abelardo Rondon,Banesto,,,1990,3504,22,328737,2137,time
29,Miguel Martinez,Once,,,1990,3504,22,328919,2319,time
30,Sean Kelly,PDM,,,1990,3504,22,328922,2322,time
31,Jörg Muller,TVM,,,1990,3504,22,328990,2390,time
32,Nelson Rodriguez,Kelme,,,1990,3504,22,328996,2396,time
33,Steven Rooks,Panasonic - Sportlife,,,1990,3504,22,329129,2529,time
34,Stephen Hodge,Once,,,1990,3504,22,329262,2662,time
35,Pascal Simon,Castorama - Raleigh,,,1990,3504,22,329347,2747,time
36,Patrick Robeet,Weinmann-S.m.m. Uster,,,1990,3504,22,329419,2819,time
37,Reynel Montoya,Ryalcao-Postobon,,,1990,3504,22,329616,3016,time
38,Oscar De Jésus Vargas,Ryalcao-Postobon,,,1990,3504,22,329731,3131,time
39,Bruno Cornillet,Z-Peugeot,,,1990,3504,22,329780,3180,time
40,Gérardo Moncada,Ryalcao-Postobon,,,1990,3504,22,329816,3216,time
41,Jésus Rodriguez-Magro,Banesto,,,1990,3504,22,329824,3224,time
42,Beat Breu,Weinmann-S.m.m. Uster,,,1990,3504,22,330153,3553,time
43,Rudy Dhaenens,PDM,,,1990,3504,22,330191,3591,time
44,Stephen Roche,Histor - Sigma,,,1990,3504,22,330207,3607,time
45,Piotr Ugrumov,Alfa Lum,,,1990,3504,22,330302,3702,time
46,Omar Hernandez,Ryalcao-Postobon,,,1990,3504,22,330366,3766,time
47,Philippe Louviot,Toshiba,,,1990,3504,22,330398,3798,time
48,Alvaro Mejia,Ryalcao-Postobon,,,1990,3504,22,330504,3904,time
49,Charly Mottet,Rmo- Mavic-Liberia,,,1990,3504,22,330617,4017,time
50,Jean-Claude Colotti,Rmo- Mavic-Liberia,,,1990,3504,22,330711,4111,time
51,Pascal Lance,Toshiba,,,1990,3504,22,330777,4177,time
52,Jean-Claude Bagot,Rmo- Mavic-Liberia,,,1990,3504,22,330821,4221,time
53,Carlos Jaramillo,Ryalcao-Postobon,,,1990,3504,22,330847,4247,time
54,Guy Nulens,Panasonic - Sportlife,,,1990,3504,22,330853,4253,time
55,Vjatceslav Ekimov,Panasonic - Sportlife,,,1990,3504,22,331072,4472,time
56,Dag Otto Lauritzen,Seven Eleven-Hoonved,,,1990,3504,22,331125,4525,time
57,Tony Rominger,Chateau d'Ax,,,1990,3504,22,331151,4551,time
58,Michel Dernies,Weinmann-S.m.m. Uster,,,1990,3504,22,331264,4664,time
59,Dominique Arnaud,Banesto,,,1990,3504,22,331308,4708,time
60,Brian Holm,Histor - Sigma,,,1990,3504,22,331454,4854,time
61,Mauro Gianetti,Helvetia - La Suisse,,,1990,3504,22,331466,4866,time
62,Marc Sergeant,Panasonic - Sportlife,,,1990,3504,22,331486,4886,time
63,Vicente Ridaura,Seur,,,1990,3504,22,331498,4898,time
64,Frans Maassen,Buckler,,,1990,3504,22,331534,4934,time
65,Gilbert Duclos-Lassalle,Z-Peugeot,,,1990,3504,22,331554,4954,time
66,Maarten Ducrot,TVM,,,1990,3504,22,331618,5018,time
67,Gerrit De Vries,Buckler,,,1990,3504,22,331634,5034,time
68,Jos Haex,Lotto-Superclub,,,1990,3504,22,331704,5104,time
69,Alessandro Gianelli,Carrera Jeans - Vagabond,,,1990,3504,22,331712,5112,time
70,William Pulido,Ryalcao-Postobon,,,1990,3504,22,331976,5376,time
71,Phil Anderson,TVM,,,1990,3504,22,332001,5401,time
72,Alberto Elli,Ariostea,,,1990,3504,22,332040,5440,time
73,Luc Leblanc,Castorama - Raleigh,,,1990,3504,22,332073,5473,time
74,Alberto Volpi,Chateau d'Ax,,,1990,3504,22,332079,5479,time
75,Marcello Siboni,Ariostea,,,1990,3504,22,332192,5592,time
76,Roberto Gusmeroli,Chateau d'Ax,,,1990,3504,22,332196,5596,time
77,Denis Roux,Toshiba,,,1990,3504,22,332210,5610,time
78,Melchor Mauri,Once,,,1990,3504,22,332220,5620,time
79,Juan-Carlos Castillo,Ryalcao-Postobon,,,1990,3504,22,332259,5659,time
80,Davide Cassani,Ariostea,,,1990,3504,22,332261,5661,time
81,Johan Museeuw,Lotto-Superclub,,,1990,3504,22,332310,5710,time
82,Laurent Biondi,Histor - Sigma,,,1990,3504,22,332349,5749,time
83,Ron Kiefel,Seven Eleven-Hoonved,,,1990,3504,22,332551,5951,time
84,Roland Le Clerc,Toshiba,,,1990,3504,22,332568,5968,time
85,Soren Lilholt,Histor - Sigma,,,1990,3504,22,332611,6011,time
86,Nestor Mora,Kelme,,,1990,3504,22,332650,6050,time
87,Uwe Raab,PDM,,,1990,3504,22,332665,6065,time
88,Mario Kummer,Chateau d'Ax,,,1990,3504,22,332758,6158,time
89,José Urea,Seur,,,1990,3504,22,332773,6173,time
90,Herminio Diaz Zabala,Once,,,1990,3504,22,332798,6198,time
91,Fréderic Brun,Rmo- Mavic-Liberia,,,1990,3504,22,332832,6232,time
92,José Rodriguez,Seur,,,1990,3504,22,332856,6256,time
93,Peter Roes,Lotto-Superclub,,,1990,3504,22,332922,6322,time
94,Kurt Steinmann,Weinmann-S.m.m. Uster,,,1990,3504,22,332944,6344,time
95,Massimo Ghirotto,Carrera Jeans - Vagabond,,,1990,3504,22,333017,6417,time
96,Marino Alonso,Banesto,,,1990,3504,22,333039,6439,time
97,Wim Van Eynde,Lotto-Superclub,,,1990,3504,22,333068,6468,time
98,Juan Martinez-Oliver,Banesto,,,1990,3504,22,333114,6514,time
99,Giancarlo Perini,Carrera Jeans - Vagabond,,,1990,3504,22,333157,6557,time
100,Eric Van Lancker,Panasonic - Sportlife,,,1990,3504,22,333211,6611,time
101,Edwig Van Hooydonck,Buckler,,,1990,3504,22,333385,6785,time
102,Bruno Cenghialta,Ariostea,,,1990,3504,22,333426,6826,time
103,Laurent Pillon,Histor - Sigma,,,1990,3504,22,333438,6838,time
104,François Lemarchand,Z-Peugeot,,,1990,3504,22,333452,6852,time
105,Jan Schur,Chateau d'Ax,,,1990,3504,22,333453,6853,time
106,Paul Haghedooren,Histor - Sigma,,,1990,3504,22,333469,6869,time
107,Thierry Laurent,Rmo- Mavic-Liberia,,,1990,3504,22,333543,6943,time
108,Acacio Da Silva,Carrera Jeans - Vagabond,,,1990,3504,22,333585,6985,time
109,Valerio Piva,Ariostea,,,1990,3504,22,333651,7051,time
110,Carlo Bomans,Weinmann-S.m.m. Uster,,,1990,3504,22,333704,7104,time
111,Adri Van Der Poel,Weinmann-S.m.m. Uster,,,1990,3504,22,333711,7111,time
112,Thomas Wegmuller,Weinmann-S.m.m. Uster,,,1990,3504,22,333743,7143,time
113,Henri Manders,Helvetia - La Suisse,,,1990,3504,22,333755,7155,time
